tconst,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,studio,domestic_gross,foreign_gross,release_year
tt2576852,8.0,29108,The Tale of The Princess Kaguya,Kaguyahime no monogatari,2013,137.0,"Adventure,Animation,Drama",GK,703000.0,23500000.0,2014
tt2614776,7.1,836,City of Gold,City of Gold,2015,96.0,"Biography,Documentary",IFC,641000.0,78430930.02516411,2016
tt2679576,6.1,415,Colette,Colette,2013,126.0,"Biography,Drama,History",BST,5100000.0,78430930.02516411,2018
tt2785032,7.1,23607,The Little Death,The Little Death,2014,96.0,"Comedy,Drama,Romance",Magn.,18200.0,78430930.02516411,2015
tt2820852,7.2,335074,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller",Uni.,353000000.0,78430930.02516411,2015
tt2823574,4.8,997,Extraction,Extraction,2013,106.0,Action,LGP,16800.0,78430930.02516411,2015
tt2852406,7.5,12072,Omar,Omar,2013,96.0,"Crime,Drama,Romance",AF,356000.0,78430930.02516411,2014
tt2883434,6.6,10659,Black or White,Black or White,2014,121.0,Drama,Rela.,21600000.0,78430930.02516411,2015
tt2937696,7.0,47632,Everybody Wants Some!!,Everybody Wants Some!!,2016,117.0,Comedy,Par.,3400000.0,78430930.02516411,2016
tt3111618,7.1,29,Equals,Jednaki,2014,116.0,Drama,A24,33300.0,2100000.0,2016
tt3114786,6.6,21,True Story,True Story,2015,93.0,Drama,FoxS,4700000.0,78430930.02516411,2015
tt3142232,5.3,7284,Heropanti,Heropanti,2014,146.0,"Action,Romance",UTV,63600.0,78430930.02516411,2014
tt3144098,6.8,2499,Commitment,Dong-chang-saeng,2013,113.0,"Action,Drama",WGUSA,76500.0,4500000.0,2013
tt3159708,4.2,5040,Welcome Back,Welcome Back,2015,152.0,"Action,Comedy,Crime",Eros,1400000.0,78430930.02516411,2015
tt3346824,6.3,1301,1001 Grams,1001 Gram,2014,93.0,Drama,KL,11000.0,78430930.02516411,2015
tt3411444,6.7,40229,Ferdinand,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",Fox,84400000.0,211700000.0,2017
tt3566788,6.8,642,Songs My Brothers Taught Me,Songs My Brothers Taught Me,2015,98.0,Drama,KL,34800.0,78430930.02516411,2016
tt3592176,5.4,360,Chic!,Chic!,2015,103.0,"Comedy,Drama",Distrib.,5600.0,78430930.02516411,2015
tt3612616,8.1,43020,Mommy,Mommy,2014,139.0,Drama,RAtt.,3500000.0,78430930.02516411,2014
tt3631112,6.5,150977,The Girl on the Train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",Strand,208000.0,97100.0,2010
tt3673036,6.8,106,Anna,Anna,2015,96.0,Drama,VE,4300.0,78430930.02516411,2014
tt3679060,5.1,5750,Dishoom,Dishoom,2016,124.0,"Action,Adventure,Comedy",Eros,813000.0,78430930.02516411,2016
tt3731562,6.6,237720,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",WB,168100000.0,398600000.0,2017
tt3740778,6.8,4309,Mountains May Depart,Shan he gu ren,2015,126.0,"Drama,Romance",KL,82900.0,78430930.02516411,2016
tt3812366,7.8,3114,Ode to My Father,Gukjesijang,2014,126.0,"Drama,War",CJ,2300000.0,78430930.02516411,2014
tt4034354,7.0,91736,Swiss Army Man,Swiss Army Man,2016,97.0,"Adventure,Comedy,Drama",A24,4200000.0,78430930.02516411,2016
tt4048272,7.4,38095,Toni Erdmann,Toni Erdmann,2016,162.0,"Comedy,Drama",SPC,1500000.0,78430930.02516411,2016
tt4262980,6.7,18051,Shin Godzilla,Shin Gojira,2016,120.0,"Action,Adventure,Drama",FUN,1900000.0,76000000.0,2016
tt4379728,5.9,1522,Three,San ren xing,2016,88.0,"Action,Crime,Thriller",WGUSA,120000.0,78430930.02516411,2016
tt4501244,6.2,89628,Why Him?,Why Him?,2016,111.0,Comedy,Fox,60300000.0,57800000.0,2016
tt4618398,8.0,7105,Boruto: Naruto the Movie,Boruto: Naruto the Movie,2015,95.0,"Action,Adventure,Animation",Elev.,920000.0,78430930.02516411,2015
tt4682786,6.8,78764,Collateral Beauty,Collateral Beauty,2016,97.0,"Drama,Romance",WB (NL),31000000.0,57500000.0,2016
tt4741774,6.6,613,The Son of Joseph,Le fils de Joseph,2016,113.0,Drama,KL,30600.0,78430930.02516411,2016
tt4769824,7.8,6069,In This Corner of the World,Kono sekai no katasumi ni,2016,129.0,"Animation,Drama,History",FUN,172000.0,78430930.02516411,2017
tt4814290,7.2,10027,Te3n,Te3n,2016,136.0,"Drama,Mystery,Thriller",Rel.,332000.0,78430930.02516411,2016
tt4853102,6.5,42932,Batman: The Killing Joke,Batman: The Killing Joke,2016,76.0,"Action,Animation,Crime",Fathom,3800000.0,78430930.02516411,2016
tt4975498,6.6,345,The Advocate: A Missing Body,Seong-nan Byeon-ho-sa,2015,117.0,"Crime,Mystery",CJ,50200.0,78430930.02516411,2015
tt5278596,7.6,9030,Weiner,Weiner,2016,96.0,Documentary,IFC,1700000.0,78430930.02516411,2016
tt5286444,7.7,18420,Neerja,Neerja,2016,122.0,"Biography,Drama,Thriller",FIP,1600000.0,16000000.0,2016
tt5317732,7.8,6,The Little Prince,The Little Prince,2015,107.25874831763123,Documentary,EOne,1300000.0,96200000.0,2016
tt5460508,6.2,2427,Bodyguard,Bodyguard,2016,105.0,"Action,Drama,Thriller",Relbig.,1800000.0,78430930.02516411,2011
tt5576174,6.7,335,Remember You,Nareul Itjimarayo,2016,106.0,"Drama,Mystery,Romance",CJ,14800.0,78430930.02516411,2016
tt5580390,7.3,308112,The Shape of Water,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",FoxS,63900000.0,131400000.0,2017
tt5700672,7.5,109448,Train to Busan,Busanhaeng,2016,118.0,"Action,Horror,Thriller",WGUSA,2100000.0,85400000.0,2016
tt5886440,6.6,16579,Marrowbone,Marrowbone,2017,110.0,"Drama,Horror,Thriller",Magn.,1400.0,12300000.0,2018
tt6421110,4.9,6805,Proud Mary,Proud Mary,2018,89.0,"Action,Crime,Drama",SGem,20900000.0,876000.0,2018
tt6485776,5.9,384,Golden Slumber,Gol-deun seul-leom-beo,2018,108.0,"Action,Thriller",CJ,94500.0,10600000.0,2018
tt0448694,6.6,133355,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",P/DW,149300000.0,405700000.0,2011
tt0475290,6.3,111422,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",Uni.,30500000.0,33100000.0,2016
tt0477302,6.9,93164,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",WB,31800000.0,23400000.0,2011
tt1083452,7.4,75331,Eddie the Eagle,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama",Fox,15800000.0,30400000.0,2016
tt1124037,6.9,45135,Free State of Jones,Free State of Jones,2016,139.0,"Action,Biography,Drama",STX,20800000.0,4200000.0,2016
tt1131724,5.8,16318,2:22,2:22,2017,98.0,Thriller,Magn.,400.0,78430930.02516411,2017
tt1188982,5.3,15531,Jai Ho,Jai Ho,2014,135.0,"Action,Drama",Eros,1300000.0,78430930.02516411,2014
tt1216492,6.5,86125,Leap Year,Leap Year,2010,100.0,"Comedy,Romance",Uni.,25900000.0,6700000.0,2010
tt1226229,6.4,161653,Get Him to the Greek,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music",Uni.,61000000.0,30300000.0,2010
tt1226753,6.9,61046,The Debt,The Debt,2010,113.0,"Drama,Thriller",Focus,31200000.0,14500000.0,2011
tt1278379,6.4,7644,Jack Goes Boating,Jack Goes Boating,2010,91.0,"Drama,Romance",Over.,542000.0,77600.0,2010
tt1282140,7.1,330125,Easy A,Easy A,2010,92.0,"Comedy,Drama,Romance",SGem,58400000.0,16600000.0,2010
tt1294688,6.6,44728,Last Night,Last Night,2010,93.0,"Drama,Romance",Trib.,99000.0,7600000.0,2011
tt1320244,5.6,45815,The Last Exorcism,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",LGF,41000000.0,26700000.0,2010
tt1389139,5.1,4729,When the Bough Breaks,When the Bough Breaks,2016,107.0,"Crime,Drama,Horror",SGem,29700000.0,911000.0,2016
tt1403241,5.3,7312,Wolves,Wolves,2014,91.0,"Action,Fantasy,Horror",KE,12100.0,78430930.02516411,2014
tt1439572,7.1,51188,Perfect Sense,Perfect Sense,2011,92.0,"Drama,Romance,Sci-Fi",IFC,3000.0,78430930.02516411,2012
tt1450321,7.1,93591,Filth,Filth,2013,97.0,"Comedy,Crime,Drama",Magn.,34400.0,8300000.0,2014
tt1478338,6.8,249501,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",Uni.,169100000.0,119300000.0,2011
tt1499201,5.8,5533,Anjaana Anjaani,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",Eros,855000.0,761000.0,2010
tt1540128,5.7,27389,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",FD,13100000.0,78430930.02516411,2012
tt1555218,6.9,483,Wetlands,Marécages,2011,111.0,Drama,Strand,59500.0,10500000.0,2014
tt1560985,4.2,33522,The Devil Inside,The Devil Inside,2012,83.0,Horror,Par.,53300000.0,48500000.0,2012
tt1582524,4.9,222,Kedi,Kedi,2010,153.0,Action,Osci.,2800000.0,78430930.02516411,2017
tt1588875,7.0,6105,How I Ended This Summer,Kak ya provyol etim letom,2010,130.0,Drama,FM,8700.0,614000.0,2011
tt1605783,7.7,356500,Midnight in Paris,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",SPC,56800000.0,94300000.0,2011
tt1605798,5.9,3633,Effie Gray,Effie Gray,2014,104.0,"Biography,Drama,Romance",AF,353000.0,78430930.02516411,2015
tt1622547,6.1,87254,30 Minutes or Less,30 Minutes or Less,2011,83.0,"Action,Comedy,Crime",Sony,37100000.0,3500000.0,2011
tt1630036,7.0,17586,Courageous,Courageous,2011,129.0,Drama,TriS,34500000.0,78430930.02516411,2011
tt1636826,6.7,177782,Project X,Project X,2012,88.0,Comedy,WB,54700000.0,48000000.0,2012
tt1666186,3.4,43984,Vampires Suck,Vampires Suck,2010,82.0,Comedy,Fox,36700000.0,43900000.0,2010
tt1683526,7.7,69559,Detachment,Detachment,2011,98.0,Drama,Trib.,72700.0,78430930.02516411,2012
tt1706620,7.1,239264,Snowpiercer,Snowpiercer,2013,126.0,"Action,Drama,Sci-Fi",RTWC,4600000.0,82200000.0,2014
tt1712261,6.3,60369,Triple 9,Triple 9,2016,115.0,"Crime,Thriller",ORF,12600000.0,10500000.0,2016
tt1714866,6.2,2727,Midnight's Children,Midnight's Children,2012,146.0,Drama,P/108,190000.0,78430930.02516411,2013
tt1729637,4.7,20318,Bodyguard,Bodyguard,2011,130.0,"Action,Comedy,Romance",Relbig.,1800000.0,78430930.02516411,2011
tt1753383,7.1,53805,A Dog's Purpose,A Dog's Purpose,2017,100.0,"Adventure,Comedy,Drama",Uni.,64500000.0,140500000.0,2017
tt1758830,6.2,118862,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",Uni.,67500000.0,20500000.0,2012
tt1767372,6.1,22179,She's Funny That Way,She's Funny That Way,2014,93.0,"Comedy,Drama",LGP,112000.0,78430930.02516411,2015
tt1770734,6.2,11465,Shadow Dancer,Shadow Dancer,2012,101.0,"Drama,Thriller",Magn.,101000.0,319000.0,2013
tt1830848,4.6,62,The Last King,The Last King,2015,110.0,"Action,Drama,History",Magn.,8900.0,78430930.02516411,2016
tt1832370,6.3,255,I Am Eleven,I Am Eleven,2011,98.0,"Biography,Documentary",Proud,310000.0,78430930.02516411,2014
tt6802896,6.9,1635,A Ciambra,A Ciambra,2017,118.0,"Crime,Drama",IFC,41900.0,78430930.02516411,2018
tt6817202,6.5,188,The King's Case Note,The King's Case Note,2017,114.0,"Comedy,Mystery",CJ,91000.0,78430930.02516411,2017
tt7312940,3.9,12230,Singularity,Singularity,2017,92.0,"Action,Adventure,Drama",VE,4200.0,78430930.02516411,2017
tt7413472,5.8,79,Happy Ending,Happy Ending,2018,96.0,Comedy,Eros,314000.0,78430930.02516411,2014
tt0464154,5.4,81327,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",W/Dim.,25000000.0,58200000.0,2010
tt0478304,6.8,156266,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",FoxS,13300000.0,41000000.0,2011
tt0491203,6.2,15037,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",Wein.,2500000.0,5900000.0,2017
tt1051904,6.3,72858,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",Sony,80100000.0,70100000.0,2015
tt1133985,5.5,252281,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",WB,116600000.0,103300000.0,2011
tt1170358,7.8,565563,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",WB (NL),258399999.0,700000000.0,2013
tt1212454,5.4,3789,An Invisible Sign,An Invisible Sign,2010,96.0,"Comedy,Drama,Family",IFC,1300.0,78430930.02516411,2011
tt1213641,7.4,120009,First Man,First Man,2018,141.0,"Biography,Drama,History",Uni.,44900000.0,60800000.0,2018
tt1226240,7.1,12974,A Late Quartet,A Late Quartet,2012,105.0,"Drama,Music",EOne,1600000.0,78430930.02516411,2012
tt1258972,5.4,58185,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,Uni.,15600000.0,4099999.0,2012
tt1320261,4.9,61178,Gulliver's Travels,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",Fox,42800000.0,194600000.0,2010
tt1329457,6.9,8973,Gainsbourg: A Heroic Life,Gainsbourg (Vie héroïque),2010,135.0,"Biography,Drama,Music",MBox,233000.0,12000000.0,2011
tt1335975,6.3,135754,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",Uni.,38400000.0,113400000.0,2013
tt1403214,7.1,7678,Paradise: Love,Paradies: Liebe,2012,120.0,Drama,Strand,24300.0,78430930.02516411,2013
tt1440728,6.3,86863,The American,The American,2010,105.0,"Crime,Drama,Thriller",Focus,35600000.0,32299999.0,2010
tt1441326,6.9,45873,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",FoxS,3000000.0,548000.0,2011
tt1441912,7.4,27811,The Way,The Way,2010,123.0,"Adventure,Comedy,Drama",PDA,4400000.0,78430930.02516411,2011
tt1458175,7.4,168066,The Next Three Days,The Next Three Days,2010,133.0,"Action,Crime,Drama",LGF,21100000.0,46300000.0,2010
tt1549589,5.6,5889,Elles,Elles,2011,99.0,Drama,KL,158000.0,754000.0,2012
tt1584016,7.1,38656,Catfish,Catfish,2010,87.0,"Documentary,Drama,Mystery",Rog.,3200000.0,242000.0,2010
tt1588170,7.8,94029,I Saw the Devil,Ang-ma-reul bo-at-da,2010,142.0,"Action,Crime,Drama",Magn.,129000.0,12600000.0,2011
tt1598822,5.7,76656,New Year's Eve,New Year's Eve,2011,113.0,"Comedy,Romance",WB (NL),54500000.0,87500000.0,2011
tt1618430,6.2,3616,Dum Maaro Dum,Dum Maaro Dum,2011,128.0,"Action,Crime,Drama",FoxS,564000.0,78430930.02516411,2011
tt1619029,6.7,66008,Jackie,Jackie,2016,100.0,"Biography,Drama,History",FoxS,14000000.0,78430930.02516411,2016
tt1687247,7.7,14367,Life in a Day,Life in a Day,2011,95.0,"Documentary,Drama",NGE,253000.0,78430930.02516411,2011
tt1690455,5.9,5322,Dark Horse,Dark Horse,2011,86.0,"Comedy,Drama",BM&DH,166000.0,78430930.02516411,2012
tt1740822,8.2,10,The Other Side,The Other Side,2011,105.0,Crime,FM,8100.0,78430930.02516411,2016
tt1754546,6.5,362,Storm Surfers 3D,Storm Surfers 3D,2012,95.0,"Adventure,Documentary",XL,117000.0,78430930.02516411,2013
tt1787660,7.6,6435,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,2011,80.0,Documentary,SD,304000.0,78430930.02516411,2011
tt4540710,7.5,52788,Miss Sloane,Miss Sloane,2016,132.0,"Drama,Thriller",EC,3500000.0,5600000.0,2016
tt4585660,6.2,3485,Klown Forever,Klovn Forever,2015,99.0,"Comedy,Drama",Drft.,5700.0,78430930.02516411,2016
tt4594834,5.7,8130,Chi-Raq,Chi-Raq,2015,127.0,"Comedy,Crime,Drama",RAtt.,2700000.0,78430930.02516411,2015
tt4667094,3.5,17189,Fifty Shades of Black,Fifty Shades of Black,2016,92.0,Comedy,ORF,11700000.0,10500000.0,2016
tt4768776,7.2,2921,"Right Now, Wrong Then",Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,2015,121.0,Drama,Ghop,24500.0,78430930.02516411,2016
tt4877122,3.2,47294,The Emoji Movie,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy",Sony,86100000.0,131699999.0,2017
tt5011290,5.3,584,So Young 2: Never Gone,Zhi qing chun 2: Yuan lai ni hai zai zhe li,2016,100.0,"Drama,Romance",CL,96400.0,78430930.02516411,2016
tt5084170,6.8,12173,Blade of the Immortal,Mugen no jûnin,2017,140.0,"Action,Drama,Fantasy",Magn.,151000.0,78430930.02516411,2017
tt5253186,4.0,6,Monsters,Yi zhong,2015,87.0,Horror,Magn.,237000.0,4000000.0,2010
tt5335244,5.6,87,The Other Side,The Other Side,2018,138.0,"Comedy,Drama,Romance",FM,8100.0,78430930.02516411,2016
tt5580266,7.3,17583,The Hate U Give,The Hate U Give,2018,133.0,"Crime,Drama",Fox,29700000.0,5200000.0,2018
tt5598102,7.9,8261,Faces Places,Visages villages,2017,94.0,Documentary,Cohen,954000.0,78430930.02516411,2017
tt5628302,6.8,7174,Beast,Beast,2017,107.0,"Crime,Drama,Mystery",RAtt.,800000.0,78430930.02516411,2018
tt5639354,7.2,18282,A Fantastic Woman,Una Mujer Fantástica,2017,104.0,Drama,SPC,2000000.0,78430930.02516411,2018
tt5991974,7.1,409,The Last Suit,El último traje,2017,91.0,Drama,OutF,73500.0,78430930.02516411,2018
tt6347308,6.6,18,A Quiet Place,A Quiet Place,2016,80.0,Documentary,Par.,188000000.0,152900000.0,2018
tt6444838,6.6,1379,The Workshop,L'atelier,2017,113.0,"Drama,Mystery,Thriller",Strand,22100.0,78430930.02516411,2018
tt6463468,5.7,13,Beast,Beast,2018,60.0,"Drama,Mystery",RAtt.,800000.0,78430930.02516411,2018
tt0419692,4.5,190,Disconnect,Disconnect,2010,112.0,"Drama,Mystery,Sci-Fi",LD,1400000.0,78430930.02516411,2013
tt0433035,7.1,283534,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",BV,85500000.0,213800000.0,2011
tt0493949,6.6,16086,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",Fox,26200000.0,1100000.0,2010
tt0790628,5.9,67549,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",WB (NL),22500000.0,4900000.0,2013
tt0790736,5.6,109078,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",Uni.,33600000.0,44700000.0,2013
tt0848537,6.7,95318,Epic,Epic,2013,102.0,"Adventure,Animation,Family",Fox,107500000.0,160900000.0,2013
tt0873886,6.2,59266,Red State,Red State,2011,88.0,"Action,Crime,Horror",SMod,1100000.0,78430930.02516411,2011
tt0970179,7.5,284869,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",Par.,73900000.0,111900000.0,2011
tt1014763,6.5,59477,Child 44,Child 44,2015,137.0,"Crime,Drama,History",LG/S,1200000.0,11700000.0,2015
tt1142977,7.0,89489,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",BV,35300000.0,46200000.0,2012
tt1172049,7.0,78099,Demolition,Demolition,2015,101.0,"Comedy,Drama",FoxS,2000000.0,78430930.02516411,2016
tt1212428,6.6,66475,The Lost City of Z,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",BST,8600000.0,10700000.0,2017
tt1213663,7.0,235308,The World's End,The World's End,2013,109.0,"Action,Comedy,Sci-Fi",Focus,26000000.0,20100000.0,2013
tt1323045,6.2,62311,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",BV,400700000.0,875700000.0,2013
tt1375789,5.3,14049,Race 2,Race 2,2013,150.0,"Action,Crime,Thriller",UTV,1600000.0,78430930.02516411,2013
tt1398426,7.9,165307,Straight Outta Compton,Straight Outta Compton,2015,147.0,"Biography,Drama,History",Uni.,161200000.0,40400000.0,2015
tt1430626,6.7,41958,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,"Adventure,Animation,Comedy",Sony,31100000.0,92000000.0,2012
tt1462900,6.6,28781,The Grandmaster,Yi dai zong shi,2013,130.0,"Action,Biography,Drama",Wein.,6600000.0,57500000.0,2013
tt1472584,4.6,16788,Max Steel,Max Steel,2016,92.0,"Action,Adventure,Family",ORF,3800000.0,2500000.0,2016
tt1508290,6.7,962,Caterpillar,Kyatapirâ,2010,85.0,"Drama,War",Lorb.,4200.0,248000.0,2011
tt1538403,5.9,121936,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror",SGem,31200000.0,64200000.0,2013
tt1550903,6.0,41,The Little Death,The Little Death,2010,75.0,Drama,Magn.,18200.0,78430930.02516411,2015
tt1570982,7.9,349,Celine: Through the Eyes of the World,Celine: Through the Eyes of the World,2010,120.0,"Documentary,Music",Sony,30640331.54076539,119000.0,2010
tt1588334,6.5,60070,"Jeff, Who Lives at Home","Jeff, Who Lives at Home",2011,83.0,"Comedy,Drama",ParV,4300000.0,148000.0,2012
tt1600195,5.1,72552,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",LGF,28100000.0,54000000.0,2011
tt1606378,5.3,188383,A Good Day to Die Hard,A Good Day to Die Hard,2013,98.0,"Action,Thriller",Fox,67300000.0,237300000.0,2013
tt1621045,6.6,41043,Think Like a Man,Think Like a Man,2012,122.0,"Comedy,Romance",SGem,91500000.0,4500000.0,2012
tt1631867,7.9,546284,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi",WB,100200000.0,270300000.0,2014
tt1646987,5.7,172330,Wrath of the Titans,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy",WB,83700000.0,221600000.0,2012
tt1650453,7.4,5267,I Wish,Kiseki,2011,128.0,Drama,Magn.,146000.0,1400000.0,2012
tt1659337,8.0,422671,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,Drama,LG/S,17700000.0,15600000.0,2012
tt1667889,6.6,175601,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy",Fox,161300000.0,715900000.0,2012
tt1686470,6.3,50,Inferno,Giao lo dinh menh,2010,100.0,Thriller,Sony,34300000.0,185700000.0,2016
tt1733525,7.0,871,Khodorkovsky,Khodorkovsky,2011,111.0,"Biography,Documentary,Drama",KL,39500.0,78430930.02516411,2011
tt1734433,6.7,7709,Eden,Eden,2012,98.0,"Crime,Drama",BG,65500.0,78430930.02516411,2015
tt1758692,6.7,55841,Like Crazy,Like Crazy,2011,86.0,"Drama,Romance",ParV,3400000.0,336000.0,2011
tt1772240,5.2,51427,Apollo 18,Apollo 18,2011,86.0,"Horror,Mystery,Sci-Fi",W/Dim.,17700000.0,7900000.0,2011
tt1773109,5.7,3660,Yamla Pagla Deewana,Yamla Pagla Deewana,2011,163.0,"Action,Comedy,Drama",Eros,993000.0,600000.0,2011
tt1800741,6.5,51295,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",LG/S,35100000.0,105400000.0,2012
tt1813327,6.3,1593,The Salt of Life,Gianni e le donne,2011,90.0,"Comedy,Romance",Zeit.,317000.0,1200000.0,2012
tt1814621,5.7,31849,Admission,Admission,2013,107.0,"Comedy,Drama,Romance",Focus,18000000.0,78430930.02516411,2013
tt1840309,6.7,399703,Divergent,Divergent,2014,139.0,"Action,Adventure,Mystery",LG/S,150900000.0,137900000.0,2014
tt3722070,6.7,23105,The Lady in the Van,The Lady in the Van,2015,104.0,"Biography,Comedy,Drama",SPC,10000000.0,31400000.0,2015
tt3750872,7.2,24955,The Wife,The Wife,2017,99.0,Drama,SPC,9600000.0,8600000.0,2018
tt3781476,6.1,4158,Monster Hunt,Zhuo yao ji,2015,117.0,"Action,Adventure,Comedy",FR,32800.0,385300000.0,2016
tt3797868,6.6,30117,The Choice,The Choice,2016,111.0,"Drama,Romance",LGF,18700000.0,78430930.02516411,2016
tt3800010,6.4,669,Fidelio: Alice's Odyssey,"Fidelio, l'odyssée d'Alice",2014,97.0,"Drama,Romance",FRun,3600.0,78430930.02516411,2015
tt3836958,6.8,6444,Shamitabh,Shamitabh,2015,155.0,Drama,Eros,325000.0,78430930.02516411,2015
tt3922818,6.4,41031,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",STX,7900000.0,6900000.0,2017
tt4082068,7.2,12312,Dheepan,Dheepan,2015,115.0,"Crime,Drama",IFC,262000.0,78430930.02516411,2016
tt4218696,6.2,20391,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",RAtt.,1800000.0,2700000.0,2017
tt4326444,7.1,24556,Julieta,Julieta,2016,99.0,"Drama,Mystery,Romance",SPC,1500000.0,21000000.0,2016
tt4700756,5.0,338,Believe,Believe,2016,119.0,Drama,ORF,6200000.0,78430930.02516411,2013
tt4741754,6.6,5,The Call,The Call,2014,109.0,Thriller,TriS,51900000.0,16700000.0,2013
tt4768764,7.0,4049,Veteran,Beterang,2015,123.0,"Action,Comedy,Crime",CJ,1200000.0,78430930.02516411,2015
tt4819576,4.9,811,L.O.R.D: Legend of Ravaging Dynasties,Jue ji,2016,118.0,"Animation,Fantasy",AR,350000.0,57700000.0,2016
tt5027774,8.2,344047,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama",FoxS,54500000.0,104700000.0,2017
tt5255710,7.3,8246,Sanam Teri Kasam,Sanam Teri Kasam,2016,154.0,"Drama,Musical,Romance",Eros,22100.0,78430930.02516411,2016
tt5478478,7.2,53286,Hostiles,Hostiles,2017,134.0,"Adventure,Drama,Western",ENTMP,29800000.0,78430930.02516411,2017
tt5698496,7.0,842,The Girl Without Hands,La jeune fille sans mains,2016,76.0,Animation,GK,21800.0,78430930.02516411,2017
tt5787344,8.6,11,Dancer,Dancer,2016,55.0,Action,IFC,71900.0,78430930.02516411,2016
tt5999530,5.9,1154,Before We Vanish,Sanpo suru shinryakusha,2017,129.0,"Drama,Sci-Fi",Super,52100.0,78430930.02516411,2018
tt6168914,9.2,47,The Runaways,The Runaways,2019,108.0,Adventure,App.,3600000.0,1100000.0,2010
tt6180144,7.1,34,Joy,Joy,2016,80.0,Drama,Fox,56500000.0,44700000.0,2015
tt6182908,6.7,23295,Smallfoot,Smallfoot,2018,96.0,"Adventure,Animation,Comedy",WB,83200000.0,130900000.0,2018
tt6203570,7.2,2529,Mountain,Mountain,2017,74.0,Documentary,Greenwich,365000.0,78430930.02516411,2018
tt6294822,7.2,108017,The Post,The Post,2017,116.0,"Biography,Drama,History",Fox,81900000.0,97900000.0,2017
tt6304046,7.0,20828,Thelma,Thelma,2017,116.0,"Drama,Fantasy,Horror",Orch.,147000.0,78430930.02516411,2017
tt6410564,6.7,3895,The Third Murder,Sandome no satsujin,2017,124.0,"Crime,Drama,Mystery",FM,89300.0,78430930.02516411,2018
tt1972663,7.3,14885,Into the Abyss,Into the Abyss,2011,107.0,"Crime,Documentary,Drama",IFC,224000.0,78430930.02516411,2011
